Transaction ID,Customer ID,Product Category,Product Name,Quantity,Unit Price,Total Amount,Purchase Date,Customer City,Payment Method
TXN-20260232,CUST-1131,Electronics,Smart Phone,4,45144.96,180579.84,04/01/2026,Lahore,JazzCash
TXN-20260233,CUST-1692,Groceries,Milk Pack 1L,1,303.85,303.85,09/05/2026,Multan,EasyPaisa
TXN-20260234,CUST-1043,Clothing,T-Shirt,5,1250.17,6250.85,08/02/2026,Karachi,Credit Card
TXN-20260235,CUST-2204,Restaurant Orders,Molten Lava Cake,3,438.86,1316.58,10/03/2026,Faisalabad,Cash
TXN-20260236,CUST-2134,Groceries,Tea Pack,2,946.1,1892.2,27/02/2026,Islamabad,Cash
TXN-20260237,CUST-1471,Electronics,Smart Phone,4,44573.75,178295,22/05/2026,Faisalabad,Cash
TXN-20260238,CUST-2205,Electronics,Laptop,4,81452.83,325811.32,15/06/2026,Islamabad,JazzCash
TXN-20260239,CUST-1451,Electronics,Smart Watch,2,6251.49,12502.98,24/02/2026,Multan,JazzCash
TXN-20260240,CUST-1014,Supermarket Sales,Body Wash,1,620.53,620.53,13/03/2026,Rawalpindi,JazzCash
TXN-20260241,CUST-1145,Electronics,Laptop,3,88644.51,,05/01/2026,Karachi,JazzCash
TXN-20260242,CUST-2449,Clothing,Jacket,3,4692.99,14078.97,11/02/2026,Rawalpindi,Credit Card
TXN-20260243,CUST-2292,Restaurant Orders,Cold Drink 1.5L,5,152.66,763.3,26/03/2026,Faisalabad,Credit Card
TXN-20260244,CUST-1120,Electronics,Smart Watch,3,6147.27,18441.81,14/01/2026,Lahore,EasyPaisa
TXN-20260245,CUST-1468,Clothing,T-Shirt,5,1180.87,5904.35,02/06/2026,Faisalabad,Debit Card
TXN-20260246,CUST-1138,Electronics,Bluetooth Speaker,4,3599.24,14396.96,06/05/2026,Karachi,Debit Card
TXN-20260247,CUST-1064,Restaurant Orders,Cold Drink 1.5L,5,148.98,744.9,19/06/2026,Faisalabad,Cash
TXN-20260248,CUST-1676,Restaurant Orders,Biryani Platter,1,617.88,617.88,22/01/2026,Islamabad,Credit Card
TXN-20260249,CUST-1145,Supermarket Sales,Detergent Powder,3,1433.55,4300.65,03/04/2026,Lahore,Cash
TXN-20260250,CUST-2052,Electronics,Bluetooth Speaker,3,3480.66,10441.98,27/01/2026,Karachi,Cash
TXN-20260251,CUST-1487,Clothing,Jacket,5,4476.98,22384.9,12/05/2026,Faisalabad,Cash
TXN-20260252,CUST-1570,Electronics,Smart Phone,1,44342.61,44342.61,02/06/2026,Rawalpindi,Debit Card
TXN-20260253,CUST-2370,Supermarket Sales,Shampoo,4,832.31,3329.24,22/01/2026,Multan,JazzCash
TXN-20260254,CUST-1994,Clothing,Socks Pack,4,601.27,2405.08,13/02/2026,Karachi,Debit Card
TXN-20260255,CUST-1438,Groceries,Sugar 5kg,1,749.48,749.48,12/02/2026,Faisalabad,Debit Card
TXN-20260256,CUST-2104,Supermarket Sales,Body Wash,1,648.98,648.98,03/04/2026,Islamabad,Credit Card
TXN-20260257,CUST-1270,Supermarket Sales,Dishwasher Liquid,4,455.25,1821,28/01/2026,Karachi,Debit Card
TXN-20260258,CUST-2481,Electronics,Power Bank,5,2458.05,12290.25,08/04/2026,Islamabad,EasyPaisa
TXN-20260259,CUST-2169,Groceries,Tea Pack,5,979.97,4899.85,04/02/2026,Islamabad,Debit Card
TXN-20260260,CUST-2180,Restaurant Orders,Burger Combo,2,848.22,1696.44,12/04/2026,Islamabad,Debit Card
TXN-20260261,CUST-1968,Supermarket Sales,Dishwasher Liquid,3,462.69,1388.07,07/04/2026,Islamabad,EasyPaisa
TXN-20260262,CUST-1497,Groceries,Cooking Oil 5L,2,2712.34,5424.68,01/06/2026,Rawalpindi,Credit Card
TXN-20260263,CUST-1968,Restaurant Orders,Pizza Large,4,1724.75,6899,23/02/2026,Faisalabad,Debit Card
TXN-20260264,CUST-1833,Electronics,Power Bank,2,2543.24,5086.48,12/06/2026,Islamabad,Credit Card
TXN-20260265,CUST-1389,Groceries,Basmati Rice 5kg,4,1838.74,7354.96,19/01/2026,Faisalabad,JazzCash
TXN-20260266,CUST-1193,Supermarket Sales,Dishwasher Liquid,5,445.54,2227.7,18/04/2026,Rawalpindi,Cash
TXN-20260267,CUST-1198,Groceries,Milk Pack 1L,1,292.72,292.72,28/01/2026,Karachi,Debit Card
TXN-20260268,CUST-2349,Clothing,Socks Pack,4,572.66,2290.64,26/03/2026,Faisalabad,Cash
TXN-20260269,CUST-1882,Electronics,Smart Phone,5,43914.32,219571.6,13/05/2026,Rawalpindi,JazzCash
TXN-20260270,CUST-1725,Restaurant Orders,Burger Combo,4,845.39,3381.56,29/04/2026,Multan,JazzCash
TXN-20260271,CUST-1867,Restaurant Orders,Burger Combo,1,836.82,836.82,04/05/2026,Lahore,Debit Card
TXN-20260272,CUST-1841,Supermarket Sales,Shampoo,2,817.37,1634.74,31/03/2026,Islamabad,Debit Card
TXN-20260273,CUST-1956,Supermarket Sales,Detergent Powder,3,1402.96,4208.88,02/05/2026,Lahore,EasyPaisa
TXN-20260274,CUST-2493,Supermarket Sales,Body Wash,1,621.87,621.87,30/01/2026,Lahore,Debit Card
TXN-20260275,CUST-1110,Electronics,Laptop,2,88654.34,177308.68,13/05/2026,Karachi,JazzCash
TXN-20260276,CUST-2379,Clothing,Kurtas,4,3017.95,12071.8,01/03/2026,Faisalabad,Credit Card
TXN-20260277,CUST-2338,Clothing,Jacket,5,4453.01,22265.05,20/02/2026,Faisalabad,JazzCash
TXN-20260278,CUST-2323,Supermarket Sales,Toothpaste,2,332.66,665.32,22/02/2026,Islamabad,Cash
TXN-20260279,CUST-1201,Restaurant Orders,Pizza Large,5,1699.42,8497.1,17/02/2026,Islamabad,Debit Card
TXN-20260280,CUST-1124,Clothing,Jacket,4,4326.28,17305.12,16/05/2026,Multan,Debit Card
TXN-20260281,CUST-1824,Restaurant Orders,Cold Drink 1.5L,5,151.67,758.35,30/01/2026,Islamabad,Debit Card
TXN-20260282,CUST-2491,Supermarket Sales,Dishwasher Liquid,3,435.26,1305.78,07/06/2026,Rawalpindi,Cash
TXN-20260283,CUST-1694,Clothing,Kurtas,3,2885.36,8656.08,30/01/2026,Karachi,Debit Card
TXN-20260284,CUST-1223,Clothing,Socks Pack,5,593.31,2966.55,05/02/2026,Rawalpindi,EasyPaisa
TXN-20260285,CUST-1509,Supermarket Sales,Detergent Powder,5,1398.13,6990.65,15/06/2026,Karachi,JazzCash
TXN-20260286,CUST-1392,Clothing,Jacket,2,4404.98,8809.96,22/03/2026,Faisalabad,JazzCash
TXN-20260287,CUST-1389,Electronics,Bluetooth Speaker,4,3658.14,14632.56,04/02/2026,Karachi,EasyPaisa
TXN-20260288,CUST-2098,Restaurant Orders,Molten Lava Cake,4,456.89,1827.56,06/05/2026,Faisalabad,EasyPaisa
TXN-20260289,CUST-1918,Supermarket Sales,Detergent Powder,1,1341.57,1341.57,26/02/2026,Islamabad,Cash
TXN-20260290,CUST-1287,Groceries,Basmati Rice 5kg,2,1806.77,3613.54,28/04/2026,Rawalpindi,EasyPaisa
TXN-20260291,CUST-1864,Restaurant Orders,Molten Lava Cake,1,432.59,432.59,10/03/2026,Rawalpindi,Debit Card
TXN-20260292,CUST-1375,Restaurant Orders,Pizza Large,4,1692.9,6771.6,20/05/2026,Karachi,EasyPaisa
TXN-20260293,CUST-1570,Electronics,Laptop,1,83280.53,83280.53,26/04/2026,Islamabad,Debit Card
TXN-20260294,CUST-1947,Electronics,Power Bank,1,2591.32,2591.32,02/03/2026,Karachi,JazzCash
TXN-20260295,CUST-1511,Groceries,Milk Pack 1L,2,293.85,587.7,07/06/2026,Karachi,Credit Card
TXN-20260296,CUST-1154,Clothing,T-Shirt,5,1208.41,6042.05,13/03/2026,Rawalpindi,JazzCash
TXN-20260297,CUST-1907,Clothing,Kurtas,3,3143.7,9431.1,16/03/2026,Rawalpindi,Debit Card
TXN-20260298,CUST-2127,Restaurant Orders,Pizza Large,4,1589.87,6359.48,16/01/2026,Islamabad,Credit Card
TXN-20260299,CUST-1200,Clothing,Jeans,3,2122.17,6366.51,05/03/2026,Multan,EasyPaisa
TXN-20260300,CUST-1103,Supermarket Sales,Detergent Powder,3,1410.84,4232.52,10/06/2026,Faisalabad,EasyPaisa
TXN-20260301,CUST-2335,Supermarket Sales,Shampoo,1,861.36,861.36,14/04/2026,Rawalpindi,Debit Card
TXN-20260302,CUST-2107,Groceries,Tea Pack,3,992.77,2978.31,29/05/2026,Lahore,Cash
TXN-20260303,CUST-1030,Supermarket Sales,Body Wash,5,672.76,3363.8,12/04/2026,Karachi,EasyPaisa
TXN-20260304,CUST-1191,Clothing,Jacket,3,4395.84,13187.52,28/03/2026,Rawalpindi,JazzCash
TXN-20260305,CUST-1484,Clothing,Socks Pack,3,621.15,1863.45,13/01/2026,Lahore,Cash
TXN-20260306,CUST-1340,Supermarket Sales,Shampoo,2,818.06,1636.12,23/04/2026,Faisalabad,Cash
TXN-20260307,CUST-1832,Supermarket Sales,Detergent Powder,2,1469.4,2938.8,16/06/2026,Islamabad,Credit Card
TXN-20260308,CUST-1994,Groceries,Cooking Oil 5L,3,2640.19,7920.57,22/01/2026,Islamabad,Credit Card
TXN-20260309,CUST-1985,Electronics,Power Bank,2,2531.4,5062.8,20/04/2026,Multan,Cash
TXN-20260310,CUST-1437,Electronics,Smart Phone,1,43710.4,43710.4,03/02/2026,Rawalpindi,Credit Card
TXN-20260311,CUST-1821,Restaurant Orders,Cold Drink 1.5L,3,142.64,427.92,31/01/2026,Faisalabad,Credit Card
TXN-20260312,CUST-1120,Supermarket Sales,Shampoo,1,826.96,826.96,27/01/2026,Lahore,Debit Card
TXN-20260313,CUST-1337,Groceries,Sugar 5kg,2,722.78,1445.56,14/06/2026,Multan,Credit Card
TXN-20260314,CUST-1776,Electronics,Smart Watch,5,6037.97,30189.85,16/06/2026,Karachi,EasyPaisa
TXN-20260315,CUST-1004,Groceries,Basmati Rice 5kg,2,1823.05,3646.1,16/04/2026,Rawalpindi,EasyPaisa
TXN-20260316,CUST-1799,Clothing,T-Shirt,2,1247.59,2495.18,01/02/2026,Rawalpindi,EasyPaisa
TXN-20260317,CUST-1543,Groceries,Tea Pack,2,932.38,1864.76,05/03/2026,Islamabad,Cash
TXN-20260318,CUST-1931,Clothing,Socks Pack,5,606.06,3030.3,14/03/2026,Multan,Cash
TXN-20260319,CUST-1584,Groceries,Basmati Rice 5kg,5,1803.19,9015.95,18/02/2026,Multan,EasyPaisa
TXN-20260320,CUST-1866,Groceries,Cooking Oil 5L,2,2673.79,5347.58,07/05/2026,Faisalabad,Cash
TXN-20260321,CUST-2426,Clothing,Jacket,1,4562.14,4562.14,16/05/2026,Lahore,Debit Card
TXN-20260322,CUST-2496,Groceries,Basmati Rice 5kg,5,1779.63,8898.15,18/04/2026,Islamabad,JazzCash
TXN-20260323,CUST-2138,Clothing,Jacket,1,4704.5,4704.5,05/01/2026,Rawalpindi,Cash
TXN-20260324,CUST-2355,Electronics,Bluetooth Speaker,1,3400.51,,12/04/2026,Rawalpindi,Debit Card
TXN-20260325,CUST-2471,Restaurant Orders,Cold Drink 1.5L,4,148.85,595.4,22/01/2026,Multan,JazzCash
TXN-20260326,CUST-1996,Restaurant Orders,Molten Lava Cake,1,434.37,434.37,21/03/2026,Lahore,JazzCash
TXN-20260327,CUST-1317,Clothing,Jeans,4,2208.01,8832.04,31/05/2026,Multan,Cash
TXN-20260328,CUST-1388,Groceries,Tea Pack,2,971.85,1943.7,15/01/2026,Karachi,Cash
TXN-20260329,CUST-1607,Supermarket Sales,Shampoo,5,846.04,4230.2,15/01/2026,Islamabad,Credit Card
TXN-20260330,CUST-1445,Electronics,Smart Phone,1,45935.55,45935.55,11/02/2026,Faisalabad,Debit Card
TXN-20260331,CUST-1119,Restaurant Orders,Molten Lava Cake,3,462.73,1388.19,12/02/2026,Islamabad,Credit Card
TXN-20260332,CUST-2186,Groceries,Cooking Oil 5L,1,2670.57,2670.57,27/03/2026,Faisalabad,Debit Card
TXN-20260333,CUST-2110,Restaurant Orders,Pizza Large,5,1610.89,8054.45,10/06/2026,Lahore,EasyPaisa
TXN-20260334,CUST-1124,Supermarket Sales,Dishwasher Liquid,4,443.71,1774.84,26/05/2026,Karachi,Debit Card
TXN-20260335,CUST-1642,Clothing,Kurtas,5,3082,15410,30/01/2026,Karachi,JazzCash
TXN-20260336,CUST-1117,Electronics,Smart Phone,1,46614.1,46614.1,04/03/2026,Lahore,EasyPaisa
TXN-20260337,CUST-1102,Groceries,Tea Pack,2,989.92,1979.84,10/01/2026,Rawalpindi,EasyPaisa
TXN-20260338,CUST-2196,Clothing,Kurtas,3,2924.48,8773.44,11/03/2026,Lahore,JazzCash
TXN-20260339,CUST-1976,Groceries,Cooking Oil 5L,1,2600.53,2600.53,15/02/2026,Karachi,JazzCash
TXN-20260340,CUST-2029,Electronics,Power Bank,4,2392.23,9568.92,14/03/2026,Islamabad,Debit Card
TXN-20260341,CUST-2087,Electronics,Smart Watch,3,5974.05,17922.15,21/02/2026,Islamabad,JazzCash
TXN-20260342,CUST-1322,Groceries,Milk Pack 1L,3,282.53,847.59,01/06/2026,Faisalabad,Credit Card
TXN-20260343,CUST-1116,Restaurant Orders,Burger Combo,4,820.3,3281.2,07/01/2026,Karachi,JazzCash
TXN-20260344,CUST-2040,Groceries,Cooking Oil 5L,1,2717.26,2717.26,18/06/2026,Faisalabad,Debit Card
TXN-20260345,CUST-1164,Electronics,Laptop,2,85253.42,,18/04/2026,Faisalabad,Cash
TXN-20260346,CUST-1380,Clothing,Kurtas,2,2877.91,5755.82,14/05/2026,Faisalabad,Debit Card
TXN-20260347,CUST-1140,Supermarket Sales,Shampoo,5,856.87,4284.35,04/02/2026,Multan,EasyPaisa
TXN-20260348,CUST-2218,Electronics,Smart Watch,4,6040.69,24162.76,19/06/2026,Karachi,Credit Card
TXN-20260349,CUST-1139,Groceries,Sugar 5kg,4,776.32,3105.28,25/03/2026,Islamabad,EasyPaisa
TXN-20260350,CUST-2382,Groceries,Basmati Rice 5kg,2,1723.44,3446.88,04/02/2026,Rawalpindi,Cash
TXN-20260351,CUST-1481,Clothing,T-Shirt,4,1159.72,4638.88,22/03/2026,Faisalabad,Cash
TXN-20260352,CUST-1826,Restaurant Orders,Biryani Platter,2,627.88,1255.76,26/04/2026,Islamabad,EasyPaisa
TXN-20260353,CUST-1245,Groceries,Cooking Oil 5L,3,2493.51,7480.53,04/06/2026,Lahore,Credit Card
TXN-20260354,CUST-2166,Groceries,Basmati Rice 5kg,2,1726.42,3452.84,02/04/2026,Faisalabad,JazzCash
TXN-20260355,CUST-1504,Electronics,Bluetooth Speaker,2,3416.06,6832.12,08/01/2026,Faisalabad,EasyPaisa
TXN-20260356,CUST-2185,Restaurant Orders,Molten Lava Cake,4,438.74,1754.96,27/01/2026,Karachi,Cash
TXN-20260357,CUST-2217,Electronics,Smart Phone,2,46486.68,92973.36,03/02/2026,Karachi,EasyPaisa
TXN-20260358,CUST-1081,Groceries,Cooking Oil 5L,3,2621.4,7864.2,20/01/2026,Lahore,Cash
TXN-20260359,CUST-2268,Clothing,Jacket,1,4639.18,4639.18,26/03/2026,Lahore,Cash
TXN-20260360,CUST-1167,Supermarket Sales,Shampoo,5,821.78,4108.9,21/04/2026,Multan,EasyPaisa
TXN-20260361,CUST-1858,Supermarket Sales,Shampoo,4,840.03,3360.12,14/02/2026,Islamabad,Credit Card
TXN-20260362,CUST-2346,Clothing,Kurtas,2,2933.96,5867.92,09/01/2026,Rawalpindi,JazzCash
TXN-20260363,CUST-2195,Restaurant Orders,Burger Combo,4,862.52,3450.08,16/04/2026,Rawalpindi,EasyPaisa
TXN-20260364,CUST-2157,Electronics,Smart Phone,2,44008.99,88017.98,18/04/2026,Karachi,JazzCash
TXN-20260365,CUST-2070,Clothing,Socks Pack,4,617.69,2470.76,02/04/2026,Faisalabad,JazzCash
TXN-20260366,CUST-1647,Supermarket Sales,Body Wash,5,676.82,3384.1,24/03/2026,Faisalabad,Debit Card
TXN-20260367,CUST-1534,Clothing,T-Shirt,2,1178.27,2356.54,08/01/2026,Islamabad,Cash
TXN-20260368,CUST-1418,Supermarket Sales,Dishwasher Liquid,5,443.58,2217.9,01/03/2026,Karachi,Cash
TXN-20260369,CUST-2371,Clothing,Jeans,1,2148.64,2148.64,26/02/2026,Rawalpindi,EasyPaisa
TXN-20260370,CUST-2466,Groceries,Basmati Rice 5kg,5,1741.7,8708.5,23/03/2026,Multan,Debit Card
TXN-20260371,CUST-1643,Restaurant Orders,Pizza Large,3,1683.57,5050.71,26/05/2026,Rawalpindi,Credit Card
TXN-20260372,CUST-1488,Restaurant Orders,Burger Combo,4,878.62,3514.48,19/05/2026,Islamabad,Credit Card
TXN-20260373,CUST-1543,Supermarket Sales,Shampoo,2,815.17,1630.34,04/06/2026,Karachi,Cash
TXN-20260374,CUST-1810,Restaurant Orders,Cold Drink 1.5L,5,142.51,712.55,21/02/2026,Karachi,Debit Card
TXN-20260375,CUST-1268,Clothing,Kurtas,2,2867.87,5735.74,31/05/2026,Multan,Credit Card
TXN-20260376,CUST-2375,Electronics,Smart Watch,1,6216.4,6216.4,06/04/2026,Multan,EasyPaisa
TXN-20260377,CUST-2321,Restaurant Orders,Pizza Large,3,1623.03,4869.09,04/02/2026,Karachi,EasyPaisa
TXN-20260378,CUST-1614,Supermarket Sales,Body Wash,5,628.82,3144.1,07/06/2026,Islamabad,Credit Card
TXN-20260379,CUST-1936,Restaurant Orders,Burger Combo,3,839.66,2518.98,02/02/2026,Karachi,Cash
TXN-20260380,CUST-1647,Restaurant Orders,Cold Drink 1.5L,5,155.26,776.3,09/01/2026,Karachi,JazzCash
TXN-20260381,CUST-1148,Groceries,Milk Pack 1L,5,281.91,,27/01/2026,Faisalabad,Credit Card
TXN-20260382,CUST-1019,Groceries,Cooking Oil 5L,3,2531.88,7595.64,12/02/2026,Multan,Cash
TXN-20260383,CUST-1938,Groceries,Tea Pack,2,903.58,1807.16,05/03/2026,Multan,Cash
TXN-20260384,CUST-2272,Groceries,Sugar 5kg,1,771.53,771.53,13/01/2026,Faisalabad,EasyPaisa
TXN-20260385,CUST-2153,Supermarket Sales,Detergent Powder,4,1453.84,5815.36,07/04/2026,Islamabad,JazzCash
TXN-20260386,CUST-1204,Supermarket Sales,Shampoo,5,877.95,4389.75,16/06/2026,Multan,Credit Card
TXN-20260387,CUST-1150,Clothing,Jacket,1,4308.17,4308.17,17/03/2026,Lahore,Debit Card
TXN-20260388,CUST-2101,Groceries,Cooking Oil 5L,2,2489.29,4978.58,07/04/2026,Karachi,Cash
TXN-20260389,CUST-1436,Restaurant Orders,Pizza Large,5,1623.26,8116.3,04/05/2026,Multan,Cash
TXN-20260390,CUST-2036,Supermarket Sales,Detergent Powder,4,1415.02,5660.08,10/02/2026,Lahore,Cash
TXN-20260391,CUST-1543,Groceries,Basmati Rice 5kg,4,1885.39,7541.56,22/05/2026,Multan,JazzCash
TXN-20260392,CUST-1271,Groceries,Sugar 5kg,1,734.81,734.81,13/01/2026,Faisalabad,JazzCash
TXN-20260393,CUST-1714,Restaurant Orders,Cold Drink 1.5L,3,144.8,434.4,01/01/2026,Faisalabad,Cash
TXN-20260394,CUST-1140,Groceries,Milk Pack 1L,1,289.43,289.43,07/01/2026,Karachi,Credit Card
TXN-20260395,CUST-1500,Groceries,Cooking Oil 5L,1,2593.13,2593.13,20/03/2026,Faisalabad,EasyPaisa
TXN-20260396,CUST-1756,Supermarket Sales,Body Wash,5,623.42,3117.1,10/04/2026,Karachi,Debit Card
TXN-20260397,CUST-1583,Supermarket Sales,Body Wash,1,629.63,629.63,09/03/2026,Faisalabad,EasyPaisa
TXN-20260398,CUST-1323,Groceries,Basmati Rice 5kg,5,1860.67,9303.35,16/01/2026,Karachi,Cash
TXN-20260399,CUST-1897,Electronics,Bluetooth Speaker,4,3607.86,14431.44,31/05/2026,Karachi,JazzCash
TXN-20260400,CUST-2112,Electronics,Power Bank,4,2579.6,10318.4,18/05/2026,Multan,EasyPaisa
TXN-20260401,CUST-2440,Restaurant Orders,Burger Combo,1,847.98,847.98,12/04/2026,Multan,Cash
TXN-20260402,CUST-1619,Restaurant Orders,Molten Lava Cake,5,468.02,2340.1,08/06/2026,Karachi,Cash
TXN-20260403,CUST-2252,Supermarket Sales,Detergent Powder,2,1462.87,2925.74,24/02/2026,Karachi,Credit Card
TXN-20260404,CUST-2339,Electronics,Power Bank,4,2394.59,9578.36,21/02/2026,Multan,Credit Card
TXN-20260405,CUST-2083,Restaurant Orders,Biryani Platter,1,589.18,589.18,23/01/2026,Faisalabad,JazzCash
TXN-20260406,CUST-1016,Supermarket Sales,Dishwasher Liquid,3,442.18,1326.54,14/05/2026,Faisalabad,Cash
TXN-20260407,CUST-2367,Restaurant Orders,Molten Lava Cake,4,451.02,1804.08,29/01/2026,Faisalabad,Credit Card
TXN-20260408,CUST-2135,Clothing,Socks Pack,1,605.28,605.28,28/01/2026,Rawalpindi,Cash
TXN-20260409,CUST-1613,Groceries,Milk Pack 1L,4,301.02,1204.08,09/03/2026,Faisalabad,EasyPaisa
TXN-20260410,CUST-2358,Restaurant Orders,Molten Lava Cake,2,448.79,897.58,12/03/2026,Faisalabad,Credit Card
TXN-20260411,CUST-1212,Restaurant Orders,Molten Lava Cake,4,458.14,1832.56,10/01/2026,Faisalabad,Debit Card
TXN-20260412,CUST-1275,Clothing,T-Shirt,3,1229.49,,06/04/2026,Lahore,Debit Card
TXN-20260413,CUST-1541,Groceries,Sugar 5kg,4,733.53,2934.12,26/01/2026,Karachi,Credit Card
TXN-20260414,CUST-1236,Groceries,Tea Pack,3,976.03,2928.09,10/03/2026,Multan,EasyPaisa
TXN-20260415,CUST-1219,Restaurant Orders,Pizza Large,2,1598.51,3197.02,15/04/2026,Multan,EasyPaisa
TXN-20260416,CUST-2133,Restaurant Orders,Biryani Platter,5,619.26,3096.3,10/02/2026,Lahore,Debit Card
TXN-20260417,CUST-1318,Restaurant Orders,Cold Drink 1.5L,5,144.53,722.65,26/05/2026,Lahore,Credit Card
TXN-20260418,CUST-1557,Clothing,Jeans,2,2274.13,4548.26,09/01/2026,Faisalabad,Cash
TXN-20260419,CUST-1577,Groceries,Basmati Rice 5kg,4,1759.32,7037.28,10/05/2026,Faisalabad,Cash
TXN-20260420,CUST-2238,Electronics,Laptop,5,83915.97,419579.85,25/04/2026,Karachi,EasyPaisa
TXN-20260421,CUST-1431,Restaurant Orders,Molten Lava Cake,2,443.24,886.48,08/03/2026,Multan,Cash
TXN-20260422,CUST-2469,Groceries,Cooking Oil 5L,2,2570.51,5141.02,27/05/2026,Karachi,Credit Card
TXN-20260423,CUST-1702,Clothing,Jeans,4,2149.2,8596.8,12/05/2026,Lahore,Cash
TXN-20260424,CUST-1416,Supermarket Sales,Detergent Powder,5,1420.63,,03/01/2026,Karachi,Debit Card
TXN-20260425,CUST-2407,Restaurant Orders,Biryani Platter,3,612.76,1838.28,19/04/2026,Faisalabad,Debit Card
TXN-20260426,CUST-2298,Supermarket Sales,Body Wash,3,631.68,1895.04,14/05/2026,Rawalpindi,EasyPaisa
TXN-20260427,CUST-1540,Restaurant Orders,Pizza Large,3,1568.71,4706.13,24/05/2026,Multan,JazzCash
TXN-20260428,CUST-2035,Restaurant Orders,Biryani Platter,1,587.91,587.91,04/05/2026,Lahore,Debit Card
TXN-20260429,CUST-2000,Groceries,Sugar 5kg,3,777.11,2331.33,17/06/2026,Multan,Debit Card
TXN-20260430,CUST-1514,Clothing,Jeans,2,2203.8,4407.6,15/01/2026,Rawalpindi,EasyPaisa
TXN-20260431,CUST-1104,Groceries,Basmati Rice 5kg,4,1839.83,7359.32,17/03/2026,Islamabad,EasyPaisa
TXN-20260432,CUST-1189,Supermarket Sales,Toothpaste,5,358.29,1791.45,27/05/2026,Karachi,Debit Card
TXN-20260433,CUST-2299,Clothing,Socks Pack,4,608.3,2433.2,02/04/2026,Rawalpindi,Debit Card
TXN-20260434,CUST-1867,Clothing,Socks Pack,1,580.87,580.87,01/05/2026,Karachi,Debit Card
TXN-20260435,CUST-1566,Restaurant Orders,Burger Combo,3,887.99,2663.97,17/06/2026,Lahore,Credit Card
TXN-20260436,CUST-1090,Groceries,Basmati Rice 5kg,3,1843.96,5531.88,18/04/2026,Islamabad,Debit Card
TXN-20260437,CUST-1007,Groceries,Milk Pack 1L,1,284.03,284.03,01/05/2026,Lahore,JazzCash
TXN-20260438,CUST-1683,Restaurant Orders,Molten Lava Cake,2,430.7,861.4,09/05/2026,Lahore,EasyPaisa
TXN-20260439,CUST-1267,Restaurant Orders,Biryani Platter,2,594.79,1189.58,05/02/2026,Karachi,Debit Card
TXN-20260440,CUST-2304,Supermarket Sales,Dishwasher Liquid,4,467.68,,06/02/2026,Islamabad,Credit Card
TXN-20260441,CUST-1536,Electronics,Power Bank,2,2458.16,4916.32,22/03/2026,Multan,Cash
TXN-20260442,CUST-1330,Electronics,Power Bank,2,2443.38,4886.76,28/05/2026,Karachi,EasyPaisa
TXN-20260443,CUST-1904,Electronics,Laptop,4,85973.08,343892.32,14/04/2026,Faisalabad,EasyPaisa
TXN-20260444,CUST-2129,Supermarket Sales,Shampoo,2,810.71,1621.42,06/04/2026,Lahore,Debit Card
TXN-20260445,CUST-2445,Restaurant Orders,Burger Combo,1,809.02,809.02,10/06/2026,Multan,Credit Card
TXN-20260446,CUST-1875,Clothing,Kurtas,1,2943.63,2943.63,09/04/2026,Rawalpindi,JazzCash
TXN-20260447,CUST-2148,Groceries,Basmati Rice 5kg,1,1721.75,1721.75,18/03/2026,Islamabad,EasyPaisa
TXN-20260448,CUST-1019,Restaurant Orders,Molten Lava Cake,4,451.09,1804.36,04/02/2026,Islamabad,EasyPaisa
TXN-20260449,CUST-1229,Groceries,Basmati Rice 5kg,4,1739.68,6958.72,05/01/2026,Karachi,Credit Card
TXN-20260450,CUST-1154,Clothing,Jeans,5,2251.5,11257.5,10/05/2026,Karachi,Cash
TXN-20260451,CUST-2415,Groceries,Cooking Oil 5L,3,2567.55,7702.65,17/05/2026,Rawalpindi,Cash
TXN-20260452,CUST-1305,Restaurant Orders,Pizza Large,1,1676.73,1676.73,13/01/2026,Multan,Cash
TXN-20260453,CUST-2117,Supermarket Sales,Toothpaste,5,345.81,1729.05,06/03/2026,Faisalabad,Credit Card
TXN-20260454,CUST-1073,Clothing,T-Shirt,1,1176.13,1176.13,19/06/2026,Rawalpindi,Debit Card
TXN-20260455,CUST-1756,Restaurant Orders,Molten Lava Cake,4,459.03,1836.12,27/01/2026,Rawalpindi,JazzCash
TXN-20260456,CUST-2192,Electronics,Bluetooth Speaker,1,3364.9,3364.9,08/05/2026,Karachi,JazzCash
TXN-20260457,CUST-2131,Clothing,Kurtas,2,3099.45,6198.9,02/04/2026,Multan,EasyPaisa
TXN-20260458,CUST-1303,Groceries,Basmati Rice 5kg,4,1717.09,6868.36,23/02/2026,Multan,EasyPaisa
TXN-20260459,CUST-1880,Groceries,Basmati Rice 5kg,1,1710.49,1710.49,29/01/2026,Rawalpindi,EasyPaisa
TXN-20260460,CUST-1261,Clothing,T-Shirt,1,1233.54,1233.54,26/01/2026,Islamabad,Credit Card
TXN-20260461,CUST-1085,Supermarket Sales,Body Wash,1,634.67,634.67,26/01/2026,Karachi,Cash
TXN-20260462,CUST-1631,Groceries,Sugar 5kg,3,772.62,2317.86,20/04/2026,Multan,Cash
TXN-20260463,CUST-1746,Electronics,Smart Phone,2,42793.53,85587.06,19/06/2026,Multan,Credit Card
TXN-20260464,CUST-1081,Groceries,Sugar 5kg,5,779.59,3897.95,10/03/2026,Multan,Cash
